start_timestamp,end_timestamp,user_id,duration,start_time
1365898604,1365898664,u0,60,2013-04-14 00:16:44
1365898895,1365899238,u0,343,2013-04-14 00:21:35
1365904020,1365904080,u0,60,2013-04-14 01:47:00
1365907940,1365908061,u0,121,2013-04-14 02:52:20
1365908542,1365908814,u0,272,2013-04-14 03:02:22
1365908835,1365908906,u0,71,2013-04-14 03:07:15
1365909136,1365909318,u0,182,2013-04-14 03:12:16
1365909569,1365909750,u0,181,2013-04-14 03:19:29
1365909991,1365910122,u0,131,2013-04-14 03:26:31
1365911756,1365913602,u0,1846,2013-04-14 03:55:56
1365913822,1365913913,u0,91,2013-04-14 04:30:22
1365913934,1365914024,u0,90,2013-04-14 04:32:14
1365915171,1365915978,u0,807,2013-04-14 04:52:51
1365918864,1365919046,u0,182,2013-04-14 05:54:24
1365954845,1365955027,u0,182,2013-04-14 15:54:05
1365955508,1365962154,u0,6646,2013-04-14 16:05:08
1365962645,1365962907,u0,262,2013-04-14 18:04:05
1365963118,1365963743,u0,625,2013-04-14 18:11:58
1365963953,1365964599,u0,646,2013-04-14 18:25:53
1365964829,1365964980,u0,151,2013-04-14 18:40:29
1365966179,1365966381,u0,202,2013-04-14 19:02:59
1365967804,1365968682,u0,878,2013-04-14 19:30:04
1365968892,1365969074,u0,182,2013-04-14 19:48:12
1365969094,1365970446,u0,1352,2013-04-14 19:51:34
1365970477,1365971264,u0,787,2013-04-14 20:14:37
1365971464,1365973986,u0,2522,2013-04-14 20:31:04
1365974237,1365976406,u0,2169,2013-04-14 21:17:17
1365976626,1365977634,u0,1008,2013-04-14 21:57:06
1365983418,1365985123,u0,1705,2013-04-14 23:50:18
1365985364,1365986464,u0,1100,2013-04-15 00:22:44
1365986504,1365986716,u0,212,2013-04-15 00:41:44
1365986726,1365986797,u0,71,2013-04-15 00:45:26
1365987268,1365987480,u0,212,2013-04-15 00:54:28
1365989374,1365990544,u0,1170,2013-04-15 01:29:34
1365992429,1365992490,u0,61,2013-04-15 02:20:29
1366007176,1366007418,u0,242,2013-04-15 06:26:16
1366007649,1366007851,u0,202,2013-04-15 06:34:09
1366033281,1366033664,u0,383,2013-04-15 13:41:21
1366033895,1366033975,u0,80,2013-04-15 13:51:35
1366035148,1366038593,u0,3445,2013-04-15 14:12:28
1366038803,1366039478,u0,675,2013-04-15 15:13:23
1366039719,1366040597,u0,878,2013-04-15 15:28:39
1366041108,1366043680,u0,2572,2013-04-15 15:51:48
1366043701,1366044457,u0,756,2013-04-15 16:35:01
1366045409,1366045570,u0,161,2013-04-15 17:03:29
1366045781,1366045982,u0,201,2013-04-15 17:09:41
1366046203,1366046283,u0,80,2013-04-15 17:16:43
1366046755,1366046795,u0,40,2013-04-15 17:25:55
1366046815,1366046886,u0,71,2013-04-15 17:26:55
1366047126,1366047187,u0,61,2013-04-15 17:32:06
1366048840,1366049314,u0,474,2013-04-15 18:00:40
1366050287,1366050590,u0,303,2013-04-15 18:24:47
1366051071,1366052342,u0,1271,2013-04-15 18:37:51
1366053525,1366054251,u0,726,2013-04-15 19:18:45
1366054722,1366054893,u0,171,2013-04-15 19:38:42
1366055886,1366056007,u0,121,2013-04-15 19:58:06
1366056729,1366056789,u0,60,2013-04-15 20:12:09
1366057992,1366058557,u0,565,2013-04-15 20:33:12
1366058597,1366058920,u0,323,2013-04-15 20:43:17
1366062058,1366062451,u0,393,2013-04-15 21:40:58
1366062672,1366064781,u0,2109,2013-04-15 21:51:12
1366064992,1366065960,u0,968,2013-04-15 22:29:52
1366066200,1366067953,u0,1753,2013-04-15 22:50:00
1366068644,1366070964,u0,2320,2013-04-15 23:30:44
1366071164,1366071386,u0,222,2013-04-16 00:12:44
1366073531,1366073602,u0,71,2013-04-16 00:52:11
1366077902,1366078840,u0,938,2013-04-16 02:05:02
1366079061,1366079192,u0,131,2013-04-16 02:24:21
1366079402,1366080511,u0,1109,2013-04-16 02:30:02
1366081223,1366081385,u0,162,2013-04-16 03:00:23
1366081656,1366084501,u0,2845,2013-04-16 03:07:36
1366084531,1366084793,u0,262,2013-04-16 03:55:31
1366084994,1366085367,u0,373,2013-04-16 04:03:14
1366085597,1366085779,u0,182,2013-04-16 04:13:17
1366085999,1366086312,u0,313,2013-04-16 04:19:59
